name,rarity,planType,category,stamina,forceStamina,costType,costValue,playProduceExamTriggerId,playMovePositionType,moveEffectTriggerType,moveProduceExamEffectIds,isEndTurnLost,isInitial,isRestrict,produceCardStatusEnchantId,searchTag,libraryHidden,noDeckDuplication,unlockProducerLevel,rentalUnlockProducerLevel,evaluation,originIdolCardId,originSupportCardId,isInitialDeckProduceCard,effectGroupIds,viewStartTime,isLimited,order,produceExamTriggerId1,produceExamEffectId1,hideIcon1,produceExamTriggerId2,produceExamEffectId2,hideIcon2,produceExamTriggerId3,produceExamEffectId3,hideIcon3,produceExamTriggerId4,produceExamEffectId4,hideIcon4
演出計画++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,17,15,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,32010170000034,,e_effect-exam_parameter_buff_multiple_per_turn-05,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-2_034-enc01,False,,,,,,
演出計画+++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,17,15,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,32010170000034,,e_effect-exam_parameter_buff_multiple_per_turn-06,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-2_034-enc01,False,,,,,,
静かな意志,SR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,False,,20,20,35,,,False,"['effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010200000035,,e_effect-exam_lesson_buff-0003,False,,e_effect-exam_parameter_buff-02,False,,,,,,
静かな意志+,SR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,False,,20,20,47,,,False,"['effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010200000035,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-03,False,,,,,,
静かな意志++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,True,,20,20,0,,,False,"['effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010200000035,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-03,False,,,,,,
静かな意志+++,SR,センス,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,開始時獲得,False,,,True,,20,20,0,,,False,"['effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010200000035,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-03,False,,,,,,
始まりの合図,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,28,25,35,,,False,['effect_group-visible-exam_parameter_buff-000'],0,False,32010280000036,,e_effect-exam_parameter_buff-05,False,,,,,,,,,
始まりの合図+,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,28,25,47,,,False,['effect_group-visible-exam_parameter_buff-000'],0,False,32010280000036,,e_effect-exam_parameter_buff-07,False,,,,,,,,,
始まりの合図++,SR,センス,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,28,25,0,,,False,['effect_group-visible-exam_parameter_buff-000'],0,False,32010280000036,,e_effect-exam_parameter_buff-07,False,,,,,,,,,
始まりの合図+++,SR,センス,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,28,25,0,,,False,['effect_group-visible-exam_parameter_buff-000'],0,False,32010280000036,,e_effect-exam_parameter_buff-07,False,,,,,,,,,
存在感,SR,センス,メンタル,0,0,好調,2,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,31,30,35,,,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010310000037,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_playable_value_add-01,False,,,,,,
存在感+,SR,センス,メンタル,0,0,好調,1,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,31,30,47,,,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010310000037,,e_effect-exam_lesson_buff-0005,False,,e_effect-exam_playable_value_add-01,False,,,,,,
存在感++,SR,センス,メンタル,0,0,好調,1,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,31,30,0,,,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010310000037,,e_effect-exam_lesson_buff-0006,False,,e_effect-exam_playable_value_add-01,False,,,,,,
存在感+++,SR,センス,メンタル,0,0,好調,1,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,31,30,0,,,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010310000037,,e_effect-exam_lesson_buff-0007,False,,e_effect-exam_playable_value_add-01,False,,,,,,
願いの力,SR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,18,15,35,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010180000038,,e_effect-exam_lesson_buff-0002,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-2_038-enc01,False,,,,,,
願いの力+,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,18,15,47,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010180000038,,e_effect-exam_lesson_buff-0003,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-2_038-enc01,False,,,,,,
願いの力++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,18,15,0,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010180000038,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-2_038-enc01,False,,,,,,
願いの力+++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,18,15,0,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010180000038,,e_effect-exam_lesson_buff-0005,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-2_038-enc01,False,,,,,,
眼力,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,25,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010010000039,,e_effect-exam_block-0006,False,,e_effect-exam_lesson_buff-0003,False,,,,,,
眼力+,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,34,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010010000039,,e_effect-exam_block-0008,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
眼力++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010010000039,,e_effect-exam_block-0011,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
眼力+++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010010000039,,e_effect-exam_block-0014,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
意地,SR,センス,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,29,25,35,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010290000040,,e_effect-exam_block-0003,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
意地+,SR,センス,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,29,25,47,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010290000040,,e_effect-exam_block-0005,False,,e_effect-exam_lesson_buff-0005,False,,,,,,
意地++,SR,センス,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,29,25,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010290000040,,e_effect-exam_block-0005,False,,e_effect-exam_lesson_buff-0005,False,,,,,,
意地+++,SR,センス,メンタル,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,29,25,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010290000040,,e_effect-exam_block-0005,False,,e_effect-exam_lesson_buff-0005,False,,,,,,
成功への道筋,SR,センス,メンタル,0,0,好調,2,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,36,35,35,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010360000041,,e_effect-exam_block-0002,False,,e_effect-exam_lesson_buff-0007,False,,,,,,
成功への道筋+,SR,センス,メンタル,0,0,好調,2,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,36,35,47,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010360000041,,e_effect-exam_block-0004,False,,e_effect-exam_lesson_buff-0009,False,,,,,,
成功への道筋++,SR,センス,メンタル,0,0,好調,2,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,36,35,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010360000041,,e_effect-exam_block-0005,False,,e_effect-exam_lesson_buff-0010,False,,,,,,
成功への道筋+++,SR,センス,メンタル,0,0,好調,2,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,36,35,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,32010360000041,,e_effect-exam_block-0006,False,,e_effect-exam_lesson_buff-0011,False,,,,,,
大声援,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,25,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,32010010000043,,e_effect-exam_block-0006,False,,e_effect-exam_parameter_buff-03,False,,,,,,
大声援+,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,34,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,32010010000043,,e_effect-exam_block-0008,False,,e_effect-exam_parameter_buff-04,False,,,,,,
大声援++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,32010010000043,,e_effect-exam_block-0011,False,,e_effect-exam_parameter_buff-04,False,,,,,,
大声援+++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,32010010000043,,e_effect-exam_block-0014,False,,e_effect-exam_parameter_buff-04,False,,,,,,
国民的アイドル,SSR,センス,メンタル,0,0,好調,1,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,25,25,50,,,False,"['effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_card_search_effect_play_count_buff-000']",0,False,42010250000006,,e_effect-exam_card_search_effect_play_count_buff-0001-01-inf-p_card_search-playing-all-0_0,False,,e_effect-exam_playable_value_add-01,False,,,,,,
国民的アイドル+,SSR,センス,メンタル,0,0,好調,1,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,25,25,68,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_card_search_effect_play_count_buff-000']",0,False,42010250000006,,e_effect-exam_block-0008,False,,e_effect-exam_card_search_effect_play_count_buff-0001-01-inf-p_card_search-playing-all-0_0,False,,e_effect-exam_playable_value_add-01,False,,,
国民的アイドル++,SSR,センス,メンタル,0,0,好調,1,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,25,25,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_card_search_effect_play_count_buff-000']",0,False,42010250000006,,e_effect-exam_block-0013,False,,e_effect-exam_card_search_effect_play_count_buff-0001-01-inf-p_card_search-playing-all-0_0,False,,e_effect-exam_playable_value_add-01,False,,,
国民的アイドル+++,SSR,センス,メンタル,0,0,好調,1,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,25,25,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_card_search_effect_play_count_buff-000']",0,False,42010250000006,,e_effect-exam_block-0016,False,,e_effect-exam_card_search_effect_play_count_buff-0001-01-inf-p_card_search-playing-all-0_0,False,,e_effect-exam_playable_value_add-01,False,,,
鳴り止まない拍手,SSR,センス,メンタル,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,38,35,50,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010380000033,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-02,False,,e_effect-exam_stamina_consumption_down-02,False,,,
鳴り止まない拍手+,SSR,センス,メンタル,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,38,35,68,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010380000033,,e_effect-exam_lesson_buff-0005,False,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_stamina_consumption_down-03,False,,,
鳴り止まない拍手++,SSR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,38,35,0,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010380000033,,e_effect-exam_lesson_buff-0005,False,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_stamina_consumption_down-03,False,,,
鳴り止まない拍手+++,SSR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,38,35,0,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010380000033,,e_effect-exam_lesson_buff-0005,False,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_stamina_consumption_down-03,False,,,
天真爛漫,SSR,センス,メンタル,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,45,45,50,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010450000035,,e_effect-exam_lesson_buff-0001,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-3_035-enc01,False,,,,,,
天真爛漫+,SSR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,45,45,68,,,False,"['effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010450000035,,e_effect-exam_lesson_buff-0001,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-3_035-enc01,False,,,,,,
天真爛漫++,SSR,センス,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,45,45,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010450000035,,e_effect-exam_block-0002,False,,e_effect-exam_lesson_buff-0001,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-3_035-enc01,False,,,
天真爛漫+++,SSR,センス,メンタル,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,45,45,0,,,False,"['effect_group-visible-exam_block-000', 'effect_group-visible-exam_status_enchant-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,42010450000035,,e_effect-exam_block-0002,False,,e_effect-exam_lesson_buff-0001,False,,e_effect-exam_status_enchant-inf-enchant-p_card-01-men-3_035-enc01,False,,,
魅惑の視線,SSR,センス,メンタル,0,0,集中,3,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,30,30,50,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,42010300000036,,e_effect-exam_parameter_buff_multiple_per_turn-04,False,,e_effect-exam_stamina_consumption_down-02,False,,e_effect-exam_playable_value_add-01,False,,,
魅惑の視線+,SSR,センス,メンタル,0,0,集中,3,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,30,30,68,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,42010300000036,,e_effect-exam_parameter_buff_multiple_per_turn-05,False,,e_effect-exam_stamina_consumption_down-05,False,,e_effect-exam_playable_value_add-01,False,,,
魅惑の視線++,SSR,センス,メンタル,0,0,集中,3,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,30,30,0,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,42010300000036,,e_effect-exam_parameter_buff_multiple_per_turn-06,False,,e_effect-exam_stamina_consumption_down-05,False,,e_effect-exam_playable_value_add-01,False,,,
魅惑の視線+++,SSR,センス,メンタル,0,0,集中,3,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,30,30,0,,,False,"['effect_group-visible-exam_stamina_consumption_down-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,42010300000036,,e_effect-exam_parameter_buff_multiple_per_turn-07,False,,e_effect-exam_stamina_consumption_down-06,False,,e_effect-exam_playable_value_add-01,False,,,
キメ顔で自撮り,SR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-2-0019,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,39010010030087,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_lesson_buff-0002,False,e_trigger-exam_card_play-stamina_up_multiple-500,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
キメ顔で自撮り+,SR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-2-0019,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,39010010030087,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_lesson_buff-0003,False,e_trigger-exam_card_play-stamina_up_multiple-500,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
キメ顔で自撮り++,SR,センス,メンタル,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-2-0019,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,39010010030087,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_lesson_buff-0003,False,e_trigger-exam_card_play-stamina_up_multiple-500,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
キメ顔で自撮り+++,SR,センス,メンタル,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-2-0019,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_draw-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,39010010030087,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_lesson_buff-0003,False,e_trigger-exam_card_play-stamina_up_multiple-500,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_draw-0001,False,,,
喧嘩するほど仲がいい,SSR,センス,メンタル,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,32,,s_card-3-0002,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,49010010000047,,e_effect-exam_lesson_buff-0003,False,,e_effect-exam_parameter_buff-02,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
喧嘩するほど仲がいい+,SSR,センス,メンタル,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,42,,s_card-3-0002,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,49010010000047,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
喧嘩するほど仲がいい++,SSR,センス,メンタル,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0002,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,49010010000047,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
喧嘩するほど仲がいい+++,SSR,センス,メンタル,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,0,0,0,,s_card-3-0002,False,"['effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_card_upgrade-000', 'effect_group-visible-exam_parameter_buff-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,49010010000047,,e_effect-exam_lesson_buff-0004,False,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_card_upgrade-p_card_search-hand-all-0_0,False,,,
可愛い仕草,N,ロジック,アクティブ,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,0,,,True,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_review-000']",0,False,11020010000009,,e_effect-exam_review-0002,False,,e_effect-exam_lesson_depend_exam_review-1000-01,False,,,,,,
可愛い仕草+,N,ロジック,アクティブ,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,0,,,True,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_review-000']",0,False,11020010000009,,e_effect-exam_review-0003,False,,e_effect-exam_lesson_depend_exam_review-1200-01,False,,,,,,
可愛い仕草++,N,ロジック,アクティブ,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,True,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_review-000']",0,False,11020010000009,,e_effect-exam_review-0003,False,,e_effect-exam_lesson_depend_exam_review-1200-01,False,,,,,,
可愛い仕草+++,N,ロジック,アクティブ,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,True,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_review-000']",0,False,11020010000009,,e_effect-exam_review-0003,False,,e_effect-exam_lesson_depend_exam_review-1200-01,False,,,,,,
気分転換,N,ロジック,アクティブ,0,5,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,0,,,True,['effect_group-visible-exam_lesson-000'],0,False,11020010000010,,e_effect-exam_lesson_depend_block-1000-01,False,,,,,,,,,
気分転換+,N,ロジック,アクティブ,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,0,,,True,['effect_group-visible-exam_lesson-000'],0,False,11020010000010,,e_effect-exam_lesson_depend_block-1100-01,False,,,,,,,,,
気分転換++,N,ロジック,アクティブ,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,True,['effect_group-visible-exam_lesson-000'],0,False,11020010000010,,e_effect-exam_lesson_depend_block-1300-01,False,,,,,,,,,
気分転換+++,N,ロジック,アクティブ,0,3,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,True,['effect_group-visible-exam_lesson-000'],0,False,11020010000010,,e_effect-exam_lesson_depend_block-1400-01,False,,,,,,,,,
