rarity,type,name,supportCardOrder,produceSkillOrder,supportCardLevel,text,produceEffectId1,produceTriggerId1,activationRatePermil1,produceEffectId2,produceTriggerId2,activationRatePermil2,produceEffectId3,produceTriggerId3,activationRatePermil3,Effectbuf,Eventbuf1,Eventeffect1,Eventbuf2,Eventeffect2,itemcard,EventproduceEffectIds1,EventproduceEffectIds2,EventproduceEffectIds3,produceStoryIds1,produceStoryText1,produceitemText1,producecardText1,producecardType1,produceStoryIds2,produceStoryText2,produceitemText2,producecardText2,producecardType2,produceStoryIds3,produceStoryText3,produceitemText3,producecardText3,producecardType3,produceStoryIds4,produceStoryText4,produceitemText4,producecardText4,producecardType4
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,17,このサポートカードのレッスンサポート発生率を 27.1% 増加,レッスンサポート,初期値,0,,,0,,,0,271,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,18,このサポートカードのレッスンサポート発生率を 28.8% 増加,レッスンサポート,初期値,0,,,0,,,0,288,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,19,このサポートカードのレッスンサポート発生率を 30.5% 増加,レッスンサポート,初期値,0,,,0,,,0,305,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,20,このサポートカードのレッスンサポート発生率を 32.2% 増加,レッスンサポート,初期値,0,,,0,,,0,322,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,21,このサポートカードのレッスンサポート発生率を 33.9% 増加,レッスンサポート,初期値,0,,,0,,,0,339,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,22,このサポートカードのレッスンサポート発生率を 35.6% 増加,レッスンサポート,初期値,0,,,0,,,0,356,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,23,このサポートカードのレッスンサポート発生率を 37.3% 増加,レッスンサポート,初期値,0,,,0,,,0,373,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,24,このサポートカードのレッスンサポート発生率を 39% 増加,レッスンサポート,初期値,0,,,0,,,0,390,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,25,このサポートカードのレッスンサポート発生率を 40.7% 増加,レッスンサポート,初期値,0,,,0,,,0,407,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,26,このサポートカードのレッスンサポート発生率を 42.4% 増加,レッスンサポート,初期値,0,,,0,,,0,424,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,27,このサポートカードのレッスンサポート発生率を 44.1% 増加,レッスンサポート,初期値,0,,,0,,,0,441,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,28,このサポートカードのレッスンサポート発生率を 45.8% 増加,レッスンサポート,初期値,0,,,0,,,0,458,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,29,このサポートカードのレッスンサポート発生率を 47.5% 増加,レッスンサポート,初期値,0,,,0,,,0,475,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,30,このサポートカードのレッスンサポート発生率を 49.2% 増加,レッスンサポート,初期値,0,,,0,,,0,492,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,31,このサポートカードのレッスンサポート発生率を 50.8% 増加,レッスンサポート,初期値,0,,,0,,,0,508,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,32,このサポートカードのレッスンサポート発生率を 52.5% 増加,レッスンサポート,初期値,0,,,0,,,0,525,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,33,このサポートカードのレッスンサポート発生率を 54.2% 増加,レッスンサポート,初期値,0,,,0,,,0,542,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,34,このサポートカードのレッスンサポート発生率を 55.9% 増加,レッスンサポート,初期値,0,,,0,,,0,559,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,35,このサポートカードのレッスンサポート発生率を 57.6% 増加,レッスンサポート,初期値,0,,,0,,,0,576,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,36,このサポートカードのレッスンサポート発生率を 59.3% 増加,レッスンサポート,初期値,0,,,0,,,0,593,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,37,このサポートカードのレッスンサポート発生率を 61% 増加,レッスンサポート,初期値,0,,,0,,,0,610,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,38,このサポートカードのレッスンサポート発生率を 62.7% 増加,レッスンサポート,初期値,0,,,0,,,0,627,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,39,このサポートカードのレッスンサポート発生率を 64.4% 増加,レッスンサポート,初期値,0,,,0,,,0,644,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,40,このサポートカードのレッスンサポート発生率を 66.1% 増加,レッスンサポート,初期値,0,,,0,,,0,661,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,41,このサポートカードのレッスンサポート発生率を 67.8% 増加,レッスンサポート,初期値,0,,,0,,,0,678,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,42,このサポートカードのレッスンサポート発生率を 69.5% 増加,レッスンサポート,初期値,0,,,0,,,0,695,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,43,このサポートカードのレッスンサポート発生率を 71.2% 増加,レッスンサポート,初期値,0,,,0,,,0,712,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,44,このサポートカードのレッスンサポート発生率を 72.9% 増加,レッスンサポート,初期値,0,,,0,,,0,729,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,45,このサポートカードのレッスンサポート発生率を 74.6% 増加,レッスンサポート,初期値,0,,,0,,,0,746,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,46,このサポートカードのレッスンサポート発生率を 76.3% 増加,レッスンサポート,初期値,0,,,0,,,0,763,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,47,このサポートカードのレッスンサポート発生率を 78% 増加,レッスンサポート,初期値,0,,,0,,,0,780,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,48,このサポートカードのレッスンサポート発生率を 79.7% 増加,レッスンサポート,初期値,0,,,0,,,0,797,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,49,このサポートカードのレッスンサポート発生率を 81.4% 増加,レッスンサポート,初期値,0,,,0,,,0,814,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,50,このサポートカードのレッスンサポート発生率を 83.1% 増加,レッスンサポート,初期値,0,,,0,,,0,831,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,51,このサポートカードのレッスンサポート発生率を 84.7% 増加,レッスンサポート,初期値,0,,,0,,,0,847,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,52,このサポートカードのレッスンサポート発生率を 86.4% 増加,レッスンサポート,初期値,0,,,0,,,0,864,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,53,このサポートカードのレッスンサポート発生率を 88.1% 増加,レッスンサポート,初期値,0,,,0,,,0,881,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,54,このサポートカードのレッスンサポート発生率を 89.8% 増加,レッスンサポート,初期値,0,,,0,,,0,898,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
SSR,ビジュアル,お疲れ様、千奈ちゃん。,1999900006,6,55,このサポートカードのレッスンサポート発生率を 91.5% 増加,レッスンサポート,初期値,0,,,0,,,0,915,20,ビジュアル,,ランダム強化,メンタルカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-3_025-0,p_effect-visual_addition-0020_0020,p_effect-produce_card_upgrade-0001_0001-p_card_search-deck_all-random-01_01,p_story-s_card-3-0006-01,陽だまりの生徒会室を獲得,,体力回復3スキルカード使用数追加+1\レッスン中1回重複不可,ProduceCardCategory_MentalSkill,p_story-s_card-3-0006-02,ビジュアル上昇+20,,,,p_story-s_card-3-0006-03,ランダムなスキルカードを強化,,,,,,,,
